eatery_name,block,building_name,street_name,postal_code,floor_no,unit_no,address_type,description,hyperlink,photo_url,lon,lat,geometry
Mr Bean - Tampines Mall,4,Tampines Mall,Tampines Mall 5,529510,B1,K11,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94438798732376,1.3526723159069913,POINT (103.94438798732376 1.3526723159069913)
Mr Bean - Tampines Mart,9,Tampines Mart,Tampines Street 32,529286,1,35,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.95993593187798,1.3541672337192052,POINT (103.95993593187798 1.3541672337192052)
Mr Bean - Tampines MRT,20,Tampines MRT,Tampines Central 1,529538,1,35,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94495870424531,1.3535474232425382,POINT (103.94495870424531 1.3535474232425382)
Mr Bean - Tanjong Pagar MRT,120,Tanjong Pagar MRT,Maxwell Road,069119,B1,23,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84542181138347,1.2765160116454652,POINT (103.84542181138347 1.2765160116454652)
Mr Bean - The Metropolis,9,The Metropolis,North Buona Vista Drive,138588,1,9,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.79123745985608,1.3062455625511467,POINT (103.79123745985608 1.3062455625511467)
Mr Bean - Tiong Bahru Plaza,302,Tiong Bahru Plaza,Tiong Bahru Road,168732,B1,K4,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82693508428726,1.2864634531868742,POINT (103.82693508428726 1.2864634531868742)
Mr Bean - Toa Payoh Hub,500,Toa Payoh Hub,Toa Payoh Lorong 6,310500,1,35,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8470503555942,1.3329654910772797,POINT (103.8470503555942 1.3329654910772797)
Mr Bean - TTSH,11,TTSH,Jalan Tan Tock Seng,308433,1,11,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84538901427474,1.3217159767281235,POINT (103.84538901427474 1.3217159767281235)
Mr Bean - V Hotel,70,V Hotel,Jellicoe Road,208767,1,16,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8625255824489,1.3078092747121948,POINT (103.8625255824489 1.3078092747121948)
Mr Bean - Vivo City,1,Vivo City,Harbourfront Walk,098585,B2,K9,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82158925490758,1.2638958023182996,POINT (103.82158925490758 1.2638958023182996)
Mr Bean - Waterway Point,83,Waterway Point,Punggol Central,828761,1,K1,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90198817400872,1.4065361072059912,POINT (103.90198817400872 1.4065361072059912)
Mr Bean - West Mall,1,West Mall,Bukit Batok Central,658713,1,7A,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74902198003052,1.3501891598296702,POINT (103.74902198003052 1.3501891598296702)
Mr Bean - White Sands,1,White Sands,Pasir Ris Central Street 3,518457,1,41,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94971570233616,1.3724498161424046,POINT (103.94971570233616 1.3724498161424046)
Mr Bean - Yew Tee Point,21,Yew Tee Point,Choa Chu Kang North 6,689578,1,52,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74644320796418,1.3969699225975805,POINT (103.74644320796418 1.3969699225975805)
Mr Bean - Yishun Polyclinic,2,Yishun Polyclinic,Yishun Avenue 9,768898,1,1,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83919070033672,1.4303585107550632,POINT (103.83919070033672 1.4303585107550632)
Mr Teh Tarik Caf� - Changi Airport Terminal 2 Carpark,60,Changi Airport Terminal 2 Carpark,Airport Bouvelard,819643,,,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98875098124995,1.3551909404722244,POINT (103.98875098124995 1.3551909404722244)
Mr Teh Tarik Caf� - CISCO Centre,20,CISCO Centre,Jalan Afifi,409179,2,1,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89205557346455,1.3224175354931447,POINT (103.89205557346455 1.3224175354931447)
Mr Teh Tarik Cartel/ Deli - Marsiling Park,20,Marsiling Park,Woodlands Centre Road,738937,,,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7697998733762,1.4390383129818312,POINT (103.7697998733762 1.4390383129818312)
Mr Teh Tarik Eating House- AMK 608,608,AMK 608,Ang Mo Kio Avenue 5,560608,1,2772,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8367603152506,1.3785820992933073,POINT (103.8367603152506 1.3785820992933073)
Mr Teh Tarik Eating House- AMK 728,728,AMK 728,Ang Mo Kio Avenue 6,560728,1,4200,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84568293112544,1.3726284110692524,POINT (103.84568293112544 1.3726284110692524)
Mr Teh Tarik Eating House- Elias Mall,625,Elias Mall,Elias Road,510625,1,332,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94191636779972,1.3786071781426357,POINT (103.94191636779972 1.3786071781426357)
Mr Teh Tarik Eating House- Geylang Serai,1,Geylang Serai,Geylang Serai,402001,1,210,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89797741572261,1.3167251408120493,POINT (103.89797741572261 1.3167251408120493)
Mr Teh Tarik Eating House- JW,456,Jurong West,Jurong West Street 41,640456,1,750,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.72002239933758,1.350675726406164,POINT (103.72002239933758 1.350675726406164)
Mr Teh Tarik Eating House- Woodlands,306A,Woodlands,Woodlands Street 31,731306,1,1,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.77508106771235,1.43011253000127,POINT (103.77508106771235 1.43011253000127)
Mr Teh Tarik Eating House- Yishun,846,Yishun,Yishun Ring Road,760846,1,3603,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83459497714686,1.416760142812144,POINT (103.83459497714686 1.416760142812144)
Mr Teh Tarik Express - Changi Airport Terminal 3,65,Changi Airport Terminal 3,Airport Bouvelard,819663,B2,22,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98516965326814,1.3543707361736084,POINT (103.98516965326814 1.3543707361736084)
Mr Teh Tarik Express - Far East Square,135,Far East Square,Amoy Street,049964,1,1,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84822895222506,1.283157690749498,POINT (103.84822895222506 1.283157690749498)
Oh's Farm Catering (F&B) Pte. Ltd.,8A,,Admiralty Street,757437,5,7,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.81424738591886,1.4630356650457046,POINT (103.81424738591886 1.4630356650457046)
Old Chang Kee,2,,Woodlands Terrace,738427,,,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.80539141813314,1.4500347684349317,POINT (103.80539141813314 1.4500347684349317)
